,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
859,1553038530-4037,https://socialblade.com/youtube/top/5000/mostsubscribed,AWESMR kids,https://socialblade.com/youtube/user/awesomedisneytoys,AWESMR kids,2050,5136956,3654711405,US,Entertainment,"Oct 2nd, 2013",A-,,https://youtube.com/channel/UClkUrNgGC4BD6pWURJbM9MQ,,https://instagram.com/awesmrkids/,,https://plus.google.com/111456057602574172313,€11K - €176.2K,€132.2K - €2.1M
860,1553038526-4036,https://socialblade.com/youtube/top/5000/mostsubscribed,Jon Vlogs,https://socialblade.com/youtube/c/jonvlogs,Jon Vlogs,656,5136609,539653369,BR,Entertainment,"Sep 13th, 2015",B+,,https://youtube.com/channel/UCbIV7t22dH_d75fv1GP56zA,,https://twitter.com/l_kovarik,,https://instagram.com/jonvlogs,€3.8K - €60.8K,€45.6K - €730.2K
861,1553038522-4035,https://socialblade.com/youtube/top/5000/mostsubscribed,jesseyjoyoficial,https://socialblade.com/youtube/user/jesseyjoyoficial,jesseyjoyoficial,181,5131992,2877166931,MX,Music,"Jun 3rd, 2009",B+,,https://youtube.com/channel/UC6awBq3lKY35T__puHY2OYQ,,https://www.instagram.com/jesseyjoy/,,https://plus.google.com/116253399750757243524/posts,€9.5K - €151.3K,€113.5K - €1.8M
862,1553038518-4034,https://socialblade.com/youtube/top/5000/mostsubscribed,João Caetano,https://socialblade.com/youtube/c/joaocaetanoyoutuber,João Caetano,812,5126417,480008001,BR,Entertainment,"Dec 22nd, 2013",B+,,https://youtube.com/channel/UCp8i4boXFm2UB3te86RxAZQ,,https://instagram.com/joaocaetanobo/,,https://plus.google.com/106779381288496901230,€8.7K - €139.6K,€104.7K - €1.7M
863,1553038514-4033,https://socialblade.com/youtube/top/5000/mostsubscribed,platinumrecordsmusic,https://socialblade.com/youtube/user/platinumrecordsmusic,platinumrecordsmusic,468,5122654,2632325994,AE,Music,"Sep 2nd, 2008",A-,,https://youtube.com/channel/UCaTEzQ2l5uvEIVg5diys6dw,,https://instagram.com/platinumrecordsmusic,,https://plus.google.com/101866215893189977575,€12K - €191.4K,€143.6K - €2.3M
864,1553038510-4032,https://socialblade.com/youtube/top/5000/mostsubscribed,Sonotek Official,https://socialblade.com/youtube/c/sapnadanceofficial,Sonotek Official,944,5120905,1564928790,IN,,"Mar 7th, 2017",A-,,https://youtube.com/channel/UCuajwgnxd-uxvNzzwYwjifA,,,,https://youtube.com/channel/UCuajwgnxd-uxvNzzwYwjifA,€12.7K - €204K,€153K - €2.4M
865,1553038506-4031,https://socialblade.com/youtube/top/5000/mostsubscribed,Yuka Kinoshita?????,https://socialblade.com/youtube/c/%e6%9c%a8%e4%b8%8b%e3%82%86%e3%81%86%e3%81%8b,Yuka Kinoshita?????,1622,5115410,1778478930,JP,Entertainment,"May 21st, 2014",B+,,https://youtube.com/channel/UCFTVNLC7ysej-sD5lkLqNGA,,https://www.instagram.com/yuka_kinoshita_0204/,,https://plus.google.com/107377031862194804370,€3.9K - €62.9K,€47.2K - €754.5K
866,1553038504-4030,https://socialblade.com/youtube/top/5000/mostsubscribed,John Legend,https://socialblade.com/youtube/c/johnlegend,John Legend,140,5112234,17686992,US,Film,"Mar 9th, 2006",B-,,https://youtube.com/channel/UCEa-JnNdYCIFn3HMhjGEWpQ,,https://instagram.com/johnlegend,,https://plus.google.com/118343229422358233590,€36 - €569,€427 - €6.8K
867,1553038498-4029,https://socialblade.com/youtube/top/5000/mostsubscribed,Lui Calibre,https://socialblade.com/youtube/user/yourheroes,Lui Calibre,448,5107913,567089076,US,Games,"Jan 17th, 2009",B-,,https://youtube.com/channel/UCcWl6q7rcJ9WoF_Kwmxg23A,,https://instagram.com/luicalibre,,https://plus.google.com/118432602985451520245,€217 - €3.5K,€2.6K - €41.6K
868,1553038490-4027,https://socialblade.com/youtube/top/5000/mostsubscribed,Anne-Marie,https://socialblade.com/youtube/user/officiallyannemarie,Anne-Marie,65,5098539,1054597985,GB,Music,"Jul 21st, 2011",A-,,https://youtube.com/channel/UCBL7ZxVX4GvW4CFiES_-0YA,,https://www.instagram.com/annemarieiam/,,https://plus.google.com/105446878554849625448,€10.6K - €169.8K,€127.3K - €2M
869,1553038486-4026,https://socialblade.com/youtube/top/5000/mostsubscribed,the Hacksmith,https://socialblade.com/youtube/c/thehacksmith,the Hacksmith,582,5097751,389618131,CA,Tech,"Apr 20th, 2006",B+,,https://youtube.com/channel/UCjgpFI5dU-D1-kh9H1muoxQ,,https://www.instagram.com/thehacksmith/,,https://plus.google.com/102344170252011806417,€4.8K - €77.5K,€58.1K - €929.7K
870,1553038494-4028,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ???????????,https://socialblade.com/youtube/user/pognalishow,???? ???????????,258,5097023,604304002,US,Entertainment,"Mar 9th, 2014",B+,,https://youtube.com/channel/UCwipTluVS2mjuhPtx2WU7eQ,,https://instagram.com/dima_maslen,,https://plus.google.com/116301273690493955260,€5K - €80.6K,€60.4K - €966.9K
871,1553038482-4025,https://socialblade.com/youtube/top/5000/mostsubscribed,Bretman Rock,https://socialblade.com/youtube/c/bretmanrock,Bretman Rock,81,5095585,244040834,US,People,"Sep 23rd, 2012",B+,,https://youtube.com/channel/UC3EFKdXAU99j3ppGgvTz7XQ,,https://instagram.com/bretmanrock/,,https://plus.google.com/113891703264837308934,€2.9K - €47.1K,€35.4K - €565.8K
872,1553038470-4023,https://socialblade.com/youtube/top/5000/mostsubscribed,iKON,https://socialblade.com/youtube/c/officialygikon,iKON,359,5087194,1157080095,,Music,"Sep 3rd, 2014",B+,,https://youtube.com/channel/UCWxCyZibDIWIrGIgP25mbfw,,https://twitter.com/ygent_official,,https://plus.google.com/113011718863617671604,€9.9K - €158.5K,€118.9K - €1.9M
873,1553038478-4024,https://socialblade.com/youtube/top/5000/mostsubscribed,Amixem,https://socialblade.com/youtube/c/amixem,Amixem,484,5086746,1014626512,FR,Games,"Nov 9th, 2012",B+,,https://youtube.com/channel/UCgvqvBoSHB1ctlyyhoHrGwQ,,https://twitter.com/@_amixem,,https://plus.google.com/100259389173152292329,€6.9K - €110K,€82.5K - €1.3M
874,1553038462-4022,https://socialblade.com/youtube/top/5000/mostsubscribed,DANIEL EL TRAVIESO VIDEOS,https://socialblade.com/youtube/c/danieleltraviesovideos,DANIEL EL TRAVIESO VIDEOS,219,5084817,1554327838,PR,Comedy,"Feb 14th, 2014",A,,https://youtube.com/channel/UCgSk89VX4QiKZsjS25FCBsQ,,https://www.instagram.com/danieleltraviesovines,,https://plus.google.com/102082885051075613421,€25.4K - €407K,€305.2K - €4.9M
875,1553038454-4021,https://socialblade.com/youtube/top/5000/mostsubscribed,Sony PAL,https://socialblade.com/youtube/c/sonypal,Sony PAL,9207,5073015,2449117106,IN,Entertainment,"May 9th, 2014",A,,https://youtube.com/channel/UCw7xjxzbMwgBSmbeYwqYRMg,,https://twitter.com/livsportsindia,,https://plus.google.com/116256824144199552100,€35K - €560.5K,€420.4K - €6.7M
876,1553038386-4010,https://socialblade.com/youtube/top/5000/mostsubscribed,TRANS7 OFFICIAL,https://socialblade.com/youtube/user/trans7indonesia,TRANS7 OFFICIAL,39578,5068418,1937725491,ID,Entertainment,"Sep 4th, 2014",A,,https://youtube.com/channel/UC24_Z2L-8Ki183AI9zJJzNQ,,https://twitter.com/trans7,,https://instagram.com/officialtrans7,€62.4K - €997.7K,€748.3K - €12M
877,1553038443-4020,https://socialblade.com/youtube/top/5000/mostsubscribed,Fortnite,https://socialblade.com/youtube/c/fortnite,Fortnite,190,5052182,544672877,US,Games,"Jan 17th, 2014",B+,,https://youtube.com/channel/UClG8odDC8TS6Zpqk9CGVQiQ,,https://twitter.com/fortnitegame,,https://plus.google.com/109635769902698454523,€13.2K - €211.7K,€158.8K - €2.5M
878,1553038434-4019,https://socialblade.com/youtube/top/5000/mostsubscribed,Study IQ education,https://socialblade.com/youtube/channel/UCrC8mOqJQpoB7NuIMKIS6rQ,Study IQ education,8413,5047939,488476773,IN,Education,"Jun 22nd, 2015",B+,,https://youtube.com/channel/UCrC8mOqJQpoB7NuIMKIS6rQ,,https://twitter.com/studyiq,,https://plus.google.com/100784559527979269278,€7.6K - €122.1K,€91.6K - €1.5M
879,1553038414-4015,https://socialblade.com/youtube/top/5000/mostsubscribed,Bruno Correa,https://socialblade.com/youtube/c/platinakh,Bruno Correa,581,5043172,228649019,BR,Games,"Sep 10th, 2011",B+,,https://youtube.com/channel/UC28NhCvMistzR3YxZ9TqSEQ,,https://instagram.com/platinakh/,,https://plus.google.com/109557513116339634919,€5.6K - €90.2K,€67.6K - €1.1M
880,1553038426-4018,https://socialblade.com/youtube/top/5000/mostsubscribed,Mark Ronson,https://socialblade.com/youtube/user/markronson,Mark Ronson,15,5041031,3001029,GB,Music,"Jan 25th, 2007",C,,https://youtube.com/channel/UCSY5V7BJSrxNvvBF0Drslow,,,,https://youtube.com/channel/UCSY5V7BJSrxNvvBF0Drslow,€1 - €20,€15 - €240
881,1553038418-4016,https://socialblade.com/youtube/top/5000/mostsubscribed,Kanye West,https://socialblade.com/youtube/user/kanyewest,Kanye West,2,5040680,11018870,US,People,"Jan 10th, 2006",B-,,https://youtube.com/channel/UCs6eXM7s8Vl5WcECcRHc2qQ,,,,https://youtube.com/channel/UCs6eXM7s8Vl5WcECcRHc2qQ,€30 - €485,€364 - €5.8K
882,1553038398-4013,https://socialblade.com/youtube/top/5000/mostsubscribed,CartoonKiDS BR,https://socialblade.com/youtube/channel/UC4uDjLTfKvcYlWSFvC4H54Q,CartoonKiDS BR,2217,5039117,1847620365,BR,Entertainment,"Oct 21st, 2017",B+,,https://youtube.com/channel/UC4uDjLTfKvcYlWSFvC4H54Q,,,,https://youtube.com/channel/UC4uDjLTfKvcYlWSFvC4H54Q,€8.2K - €130.6K,€98K - €1.6M
883,1553038406-4014,https://socialblade.com/youtube/top/5000/mostsubscribed,LOLiTO FDEZ,https://socialblade.com/youtube/c/lolitofdez,LOLiTO FDEZ,856,5039044,543190613,ES,Games,"May 6th, 2011",B+,,https://youtube.com/channel/UC7QiWlK7a7RePg3krLeBK0w,,https://twitter.com/lolitofdez,,https://plus.google.com/109334441602209774878,€4.2K - €66.8K,€50.1K - €801.4K
884,1553038422-4017,https://socialblade.com/youtube/top/5000/mostsubscribed,SHAYTARDS,https://socialblade.com/youtube/user/shaytards,SHAYTARDS,2715,5038384,2815930994,US,Entertainment,"Oct 1st, 2008",B,,https://youtube.com/channel/UCJZ7f6NQzGKZnFXzFW9y9UQ,,https://twitter.com/shaycarl,,https://plus.google.com/103032471237793416384,€618 - €9.9K,€7.4K - €118.7K
885,1553038394-4012,https://socialblade.com/youtube/top/5000/mostsubscribed,JeromeASF,https://socialblade.com/youtube/user/jeromeasf,JeromeASF,6977,5032592,1530722590,US,Games,"Jul 11th, 2011",B+,,https://youtube.com/channel/UCrYnLkVfvVf0Qy0YOUQdk2A,,https://www.twitter.com/jeromeasf,,https://www.instagram.com/jeromeaceti,€2.9K - €46.2K,€34.7K - €554.4K
886,1553038390-4011,https://socialblade.com/youtube/top/5000/mostsubscribed,DjMaRiiO,https://socialblade.com/youtube/user/djmariio,DjMaRiiO,2132,5031778,1507928553,ES,Games,"Dec 10th, 2009",B+,,https://youtube.com/channel/UCi7TVXyvrIwqeS9tfYD8UDA,,https://www.instagram.com/djmariio,,https://plus.google.com/106393142436922081089,€7.3K - €116.8K,€87.6K - €1.4M
887,1553038374-4007,https://socialblade.com/youtube/top/5000/mostsubscribed,Red Chillies Entertainment,https://socialblade.com/youtube/c/redchilliesentertainment,Red Chillies Entertainment,685,5024740,1754947894,IN,Entertainment,"Dec 29th, 2012",A-,,https://youtube.com/channel/UCjJKg01HAP01xCLVhDmnLhw,,https://www.instagram.com/redchilliesent,,https://plus.google.com/104053956223459500459,€14.3K - €228.5K,€171.4K - €2.7M
888,1553038384-4009,https://socialblade.com/youtube/top/5000/mostsubscribed,HigaTV,https://socialblade.com/youtube/c/higat.v,HigaTV,398,5022766,782316425,US,Entertainment,"Apr 17th, 2009",B,,https://youtube.com/channel/UCqNe2Mqtv5sNidn5hAAEfiQ,,https://youtube.com/channel/UCqNe2Mqtv5sNidn5hAAEfiQ,,https://plus.google.com/113668459935071147397,€970 - €15.5K,€11.6K - €186.3K
889,1553038378-4008,https://socialblade.com/youtube/top/5000/mostsubscribed,Don Omar,https://socialblade.com/youtube/user/oficialdonomar,Don Omar,108,5022726,279239160,PR,Music,"Aug 24th, 2009",B,,https://youtube.com/channel/UCD6aIT1MqFEwscbhuqr9fqw,,https://www.twitter.com/donomar,,https://instagram.com/donomar,€839 - €13.4K,€10.1K - €161.1K
890,1553038370-4006,https://socialblade.com/youtube/top/5000/mostsubscribed,Pagode da Ofensa na Web!,https://socialblade.com/youtube/c/bandapagodedaofensaoficial,Pagode da Ofensa na Web!,155,5022595,512434148,BR,Comedy,"Jun 21st, 2013",B,,https://youtube.com/channel/UCQX3VesYEzs8I-ELH0_Wi5A,,https://www.instagram.com/pagodedaofensa,,https://plus.google.com/113993380420612752756,€3K - €47.5K,€35.6K - €569.7K
891,1553038354-4003,https://socialblade.com/youtube/top/5000/mostsubscribed,SurpriseJoe,"https://socialblade.com/youtube/c/surprisejoe,",SurpriseJoe,94,5022337,1242970465,DE,Entertainment,"Feb 3rd, 2015",A,,https://youtube.com/channel/UCrRLaQ1hup5VmVINQkgKE7Q,,https://youtube.com/channel/UCrRLaQ1hup5VmVINQkgKE7Q,,https://plus.google.com/115003745826902462036,€25.2K - €403.8K,€302.8K - €4.8M
892,1553038366-4005,https://socialblade.com/youtube/top/5000/mostsubscribed,GameGrumps,https://socialblade.com/youtube/user/gamegrumps,GameGrumps,6636,5018039,4705761755,US,Games,"Jul 10th, 2012",A-,,https://youtube.com/channel/UC9CuvdOVfMPvKCiwdGKL3cQ,,https://www.instagram.com/gamegrumps,,https://plus.google.com/102006312630206058715,€12.7K - €203.3K,€152.5K - €2.4M
893,1553038358-4004,https://socialblade.com/youtube/top/5000/mostsubscribed,Wisin,https://socialblade.com/youtube/channel/UCP8rCSNr4WqZBgT3OmqhDHg,Wisin,0,5014924,0,,,"Feb 6th, 2018",D-,,https://youtube.com/channel/UCP8rCSNr4WqZBgT3OmqhDHg,,,,https://youtube.com/channel/UCP8rCSNr4WqZBgT3OmqhDHg,€0 - €0,€0 - €0
894,1553038350-4002,https://socialblade.com/youtube/top/5000/mostsubscribed,David Dobrik Too,https://socialblade.com/youtube/channel/UCef29bYGgUSoJjVkqhcAPkw,David Dobrik Too,67,5013549,397747331,US,People,"Aug 31st, 2016",B+,,https://youtube.com/channel/UCef29bYGgUSoJjVkqhcAPkw,,https://twitter.com/daviddobrik,,https://www.instagram.com/daviddobrik/,€2.5K - €40.1K,€30.1K - €481.7K
895,1553038338-4000,https://socialblade.com/youtube/top/5000/mostsubscribed,Hong Giang DIY Slime,https://socialblade.com/youtube/channel/UCCdYYruzqbr0FdNehbUoUiw,Hong Giang DIY Slime,458,5013464,1374823950,US,Games,"Mar 4th, 2016",A-,,https://youtube.com/channel/UCCdYYruzqbr0FdNehbUoUiw,,,,https://youtube.com/channel/UCCdYYruzqbr0FdNehbUoUiw,€16K - €256.5K,€192.4K - €3.1M
896,1553038342-4001,https://socialblade.com/youtube/top/5000/mostsubscribed,Kontor.TV,https://socialblade.com/youtube/c/kontorrecords,Kontor.TV,1939,5005358,4785670468,DE,Music,"Mar 14th, 2006",B+,,https://youtube.com/channel/UCb3tJ5NKw7mDxyaQ73mwbRg,,https://www.instagram.com/kontorrecords,,https://plus.google.com/104177389658248253589,€8.3K - €132K,€99K - €1.6M
897,1553038310-3995,https://socialblade.com/youtube/top/5000/mostsubscribed,Khalid,https://socialblade.com/youtube/channel/UCkntT5Je5DDopF70YUsnuEQ,Khalid,6,5004600,2635509,,,"Nov 3rd, 2017",B-,,https://youtube.com/channel/UCkntT5Je5DDopF70YUsnuEQ,,,,https://youtube.com/channel/UCkntT5Je5DDopF70YUsnuEQ,€19 - €309,€232 - €3.7K
898,1553038330-3999,https://socialblade.com/youtube/top/5000/mostsubscribed,YourHealth,https://socialblade.com/youtube/channel/UCAeFhampgxy4JRtIDHU9pcA,YourHealth,366,5001866,434396968,IN,Howto,"Jul 13th, 2016",B,,https://youtube.com/channel/UCAeFhampgxy4JRtIDHU9pcA,,,,https://youtube.com/channel/UCAeFhampgxy4JRtIDHU9pcA,€1.9K - €30K,€22.5K - €360.5K
899,1553038323-3998,https://socialblade.com/youtube/top/5000/mostsubscribed,Mother Goose Club,https://socialblade.com/youtube/user/mothergooseclub,Mother Goose Club,775,4995299,6245719862,US,Education,"Apr 22nd, 2008",B+,,https://youtube.com/channel/UCJkWoS4RsldA1coEIot5yDA,,https://twitter.com/mothergooseclub,,https://plus.google.com/117691556592705575792,€9.9K - €158.1K,€118.6K - €1.9M
900,1553038318-3997,https://socialblade.com/youtube/top/5000/mostsubscribed,Rainbow ToyTocToc,https://socialblade.com/youtube/c/rainbowtoytoctoc,Rainbow ToyTocToc,109,4993902,1303944008,KR,Howto,"Sep 24th, 2016",B+,,https://youtube.com/channel/UCuWbqDI1CbUKp8myXh71jrw,,,,https://youtube.com/channel/UCuWbqDI1CbUKp8myXh71jrw,€3.6K - €57.5K,€43.1K - €690.1K
901,1553038314-3996,https://socialblade.com/youtube/top/5000/mostsubscribed,Santa Songs,https://socialblade.com/youtube/channel/UC_c4psnFX-ZyCUXA_vlXpIQ,Santa Songs,164,4993287,873017376,US,Entertainment,"Mar 9th, 2012",A-,,https://youtube.com/channel/UC_c4psnFX-ZyCUXA_vlXpIQ,,https://youtube.com/channel/UC_c4psnFX-ZyCUXA_vlXpIQ,,https://plus.google.com/102142572226540854302,€0 - €0,€0 - €0
902,1553038299-3993,https://socialblade.com/youtube/top/5000/mostsubscribed,Wish 107.5,https://socialblade.com/youtube/c/wish1075official,Wish 107.5,846,4986065,1849042096,PH,Music,"Jul 13th, 2014",A,,https://youtube.com/channel/UCdfq8-581QVUtVsa8ChVnDQ,,https://www.twitter.com/wish1075,,https://plus.google.com/111498381531508315864,€28.6K - €457.7K,€343.2K - €5.5M
903,1553038303-3994,https://socialblade.com/youtube/top/5000/mostsubscribed,Daequan Loco,https://socialblade.com/youtube/c/daequanloco,Daequan Loco,474,4984392,545414970,,Games,"Nov 15th, 2017",B+,,https://youtube.com/channel/UCbJ9W-EexsJSMc4wMPOA9pA,,,,https://youtube.com/channel/UCbJ9W-EexsJSMc4wMPOA9pA,€5.7K - €91K,€68.3K - €1.1M
904,1553038293-3992,https://socialblade.com/youtube/top/5000/mostsubscribed,LilWayneVEVO,https://socialblade.com/youtube/user/lilwaynevevo,LilWayneVEVO,39,4973538,2551346091,US,Music,"May 12th, 2009",B+,,https://youtube.com/channel/UCEOhcOACopL42xyOBIv1ekg,,https://twitter.com/liltunechi,,https://plus.google.com/114062946392858731194,€7.5K - €120.3K,€90.2K - €1.4M
905,1553038285-3991,https://socialblade.com/youtube/top/5000/mostsubscribed,Projota,https://socialblade.com/youtube/user/ratodequermesse,Projota,2,4972568,70382906,BR,Music,"Feb 18th, 2009",B-,,https://youtube.com/channel/UCbLZdchhrM7oceoT5_DsWsQ,,https://www.twitter.com/projota,,https://plus.google.com/101760962835271705897,€87 - €1.4K,€1K - €16.7K
906,1553038270-3987,https://socialblade.com/youtube/top/5000/mostsubscribed,Marcos Coelho,https://socialblade.com/youtube/user/manopiveta,Marcos Coelho,61,4972096,229302636,BR,Entertainment,"Jul 10th, 2014",B+,,https://youtube.com/channel/UCfwm7uIG6iDl5uWMXyYEqNA,,https://www.instagram.com/marcoscuelho,,https://plus.google.com/112852377457809521713,€3.6K - €58K,€43.5K - €695.7K
907,1553038278-3989,https://socialblade.com/youtube/top/5000/mostsubscribed,Aditya Movies - Telugu & Hindi,https://socialblade.com/youtube/c/adityamovies,Aditya Movies - Telugu & Hindi,3823,4968914,1691290937,IN,Film,"Feb 23rd, 2012",A,,https://youtube.com/channel/UCX_uPA_dGf7wXjuMEaSKLJA,,https://twitter.com/#!/adityamusic,,https://plus.google.com/110408634410044999950,€26.2K - €418.4K,€313.8K - €5M
908,1553038253-3984,https://socialblade.com/youtube/top/5000/mostsubscribed,???? ? ?????,https://socialblade.com/youtube/channel/UCDRVc_LN4TSbD86Rl18l9kQ,???? ? ?????,1757,4966328,873991063,RU,,"Oct 30th, 2017",A,,https://youtube.com/channel/UCDRVc_LN4TSbD86Rl18l9kQ,,,,https://youtube.com/channel/UCDRVc_LN4TSbD86Rl18l9kQ,€18.6K - €297.6K,€223.2K - €3.6M
909,1553038263-3986,https://socialblade.com/youtube/top/5000/mostsubscribed,Goldmines Premiere,https://socialblade.com/youtube/user/goldclassics,Goldmines Premiere,33,4965230,156743491,IN,Film,"Oct 12th, 2013",A-,,https://youtube.com/channel/UCvUctuMp58UD_kQtcWcNCjw,,https://twitter.com/gtelefilms,,https://plus.google.com/109854356262215035904,€0 - €0,€0 - €0
910,1553038283-3990,https://socialblade.com/youtube/top/5000/mostsubscribed,Gelli Clash,https://socialblade.com/youtube/c/gelliclash,Gelli Clash,1612,4964783,765218835,BR,Games,"Dec 20th, 2014",B,,https://youtube.com/channel/UC-Tvz0FJd6xRvVDw_4dc_GQ,,https://www.facebook.com/gelliclash/,,https://www.twitter.com/gelliclash/,€2.5K - €39.5K,€29.6K - €473.7K
911,1553038275-3988,https://socialblade.com/youtube/top/5000/mostsubscribed,ExplodingTNT,https://socialblade.com/youtube/user/explodingtnt,ExplodingTNT,662,4958918,1334073472,CA,Games,"May 8th, 2011",B,,https://youtube.com/channel/UC2nZMhZ2qG5-xpqb440WLYg,,https://www.facebook.com/pages/explodingtnt/169195919812642,,https://plus.google.com/103993050301606291578,€1.9K - €30.1K,€22.6K - €361.8K
