,web-scraper-order,web-scraper-start-url,userID,userID-href,name,uploads,subscribers,videoviews,country,channeltype,usercreated,grade,YouTube_Link,YouTube_Link-href,TwitterHandle,TwitterHandle-href,InstagramHandle,InstagramHandle-href,MonthlyEarnings,YearlyEarnings
68,1553042714-5060,https://socialblade.com/youtube/top/5000/mostsubscribed,David Guetta,https://socialblade.com/youtube/user/davidguettavevo,David Guetta,488,20031301,11099656270,US,Music,"Dec 11th, 2009",A,,https://youtube.com/channel/UC1l7wYrva1qCH-wgqcHaaRg,,https://www.instagram.com/davidguetta/,,https://plus.google.com/116623617560812527856,€35.9K - €574.7K,€431K - €6.9M
69,1553042706-5058,https://socialblade.com/youtube/top/5000/mostsubscribed,SonyMusicIndiaVEVO,https://socialblade.com/youtube/user/sonymusicindiavevo,SonyMusicIndiaVEVO,2994,19905287,8770486131,US,Music,"Sep 2nd, 2009",A+,,https://youtube.com/channel/UC3MLnJtqc_phABBriLRhtgQ,,https://youtube.com/channel/UC3MLnJtqc_phABBriLRhtgQ,,https://plus.google.com/118446296640085723221,€91.9K - €1.5M,€1.1M - €17.7M
70,1553042704-5057,https://socialblade.com/youtube/top/5000/mostsubscribed,shakiraVEVO,https://socialblade.com/youtube/user/shakiravevo,shakiraVEVO,144,19412733,15695906119,US,Music,"Sep 2nd, 2009",A,,https://youtube.com/channel/UCGnjeahCJW1AF34HBmQTJ-Q,,https://twitter.com/shakira,,https://plus.google.com/101721377578919894134,€33.2K - €531.1K,€398.3K - €6.4M
71,1553042698-5056,https://socialblade.com/youtube/top/5000/mostsubscribed,JennaMarbles,https://socialblade.com/youtube/user/jennamarbles,JennaMarbles,441,19401558,3070410584,US,Comedy,"Feb 16th, 2010",A-,,https://youtube.com/channel/UC9gFih9rw0zNCK3ZtoKQQyA,,https://instagram.com/jennamarbles/,,https://plus.google.com/104332036986927471253,€12.5K - €200.5K,€150.4K - €2.4M
72,1553042690-5054,https://socialblade.com/youtube/top/5000/mostsubscribed,Maluma,https://socialblade.com/youtube/channel/UClZuKq2m0Qu-HkopkSBLpEw,Maluma,1,18956717,689349,,Music,"Mar 23rd, 2018",C,,https://youtube.com/channel/UClZuKq2m0Qu-HkopkSBLpEw,,,,https://youtube.com/channel/UClZuKq2m0Qu-HkopkSBLpEw,€3 - €44,€33 - €531
73,1553042686-5053,https://socialblade.com/youtube/top/5000/mostsubscribed,ArianaGrandeVevo,https://socialblade.com/youtube/user/arianagrandevevo,ArianaGrandeVevo,106,18897200,11322822518,US,Music,"Oct 21st, 2010",A,,https://youtube.com/channel/UC0VOyT2OCBKdQhF3BAbZ-1g,,https://twitter.com/arianagrande,,https://instagram.com/arianagrande,€85.7K - €1.4M,€1M - €16.5M
74,1553042678-5051,https://socialblade.com/youtube/top/5000/mostsubscribed,Logan Paul Vlogs,https://socialblade.com/youtube/c/loganpaulvlogs,Logan Paul Vlogs,605,18850921,4305096047,US,Entertainment,"Aug 29th, 2015",A-,,https://youtube.com/channel/UCG8rbF3g2AMX70yOd8vqIZg,,https://twitter.com/loganpaul,,https://www.instagram.com/loganpaul/,€13.5K - €215.9K,€161.9K - €2.6M
75,1553042671-5049,https://socialblade.com/youtube/top/5000/mostsubscribed,The Late Late Show with James…,https://socialblade.com/youtube/user/thelatelateshow,The Late Late Show with James Corden,3291,18712067,5655145610,US,Entertainment,"Nov 21st, 2006",A,,https://youtube.com/channel/UCJ0uqCI0Vqr2Rrt1HseGirg,,https://instagram.com/latelateshow,,https://plus.google.com/113693733165136218222,€51.2K - €818.8K,€614.1K - €9.8M
76,1553042666-5048,https://socialblade.com/youtube/top/5000/mostsubscribed,Ryan ToysReview,https://socialblade.com/youtube/c/ryantoysreview,Ryan ToysReview,1327,18664546,28167288987,US,Entertainment,"Mar 17th, 2015",A+,,https://youtube.com/channel/UChGJGhZ9SOOHvBB0Y4DOO_w,,https://youtube.com/channel/UChGJGhZ9SOOHvBB0Y4DOO_w,,https://www.instagram.com/ryansfamilyreview/,€140.2K - €2.2M,€1.7M - €26.9M
77,1553042662-5047,https://socialblade.com/youtube/top/5000/mostsubscribed,BuzzFeedVideo,https://socialblade.com/youtube/c/buzzfeedvideo,BuzzFeedVideo,5916,18609118,14931199045,US,People,"Aug 10th, 2011",A,,https://youtube.com/channel/UCpko_-a4wgz2u_DgDgd9fqA,,https://twitter.com/buzzfeedvideo,,https://plus.google.com/116847826345074596313,€29.3K - €468.8K,€351.6K - €5.6M
78,1553042658-5046,https://socialblade.com/youtube/top/5000/mostsubscribed,Skrillex,https://socialblade.com/youtube/c/skrillex,Skrillex,164,18597928,4978843432,US,Music,"Apr 6th, 2010",B+,,https://youtube.com/channel/UC_TVqp_SyG6j5hG-xVRy95A,,https://instagram.com/skrillex,,https://plus.google.com/112564126445681646732,€8.4K - €134K,€100.5K - €1.6M
79,1553042646-5043,https://socialblade.com/youtube/top/5000/mostsubscribed,Nicki Minaj,https://socialblade.com/youtube/c/nicki-minaj,Nicki Minaj,18,18450682,87946475,US,Music,"Aug 28th, 2013",B-,,https://youtube.com/channel/UC3jOd7GUMhpgJRBhiLzuLsg,,https://instagram.com/nickiminaj#,,https://plus.google.com/118345505161219385606,€116 - €1.9K,€1.4K - €22.2K
80,1553042644-5042,https://socialblade.com/youtube/top/5000/mostsubscribed,LuisFonsiVEVO,https://socialblade.com/youtube/user/luisfonsivevo,LuisFonsiVEVO,66,18382658,10510276244,US,Music,"May 12th, 2009",A,,https://youtube.com/channel/UCLp8RBhQHu9wSsq62j_Md6A,,https://twitter.com/luisfonsi,,https://instagram.com/luisfonsi,€45.4K - €726.5K,€544.9K - €8.7M
81,1553042638-5041,https://socialblade.com/youtube/top/5000/mostsubscribed,LosPolinesios,https://socialblade.com/youtube/c/lospolinesios,LosPolinesios,437,18360676,3456300786,MX,People,"Dec 16th, 2012",A,,https://youtube.com/channel/UCs8qka8tfhdc69wzXYdtZ3A,,https://instagram.com/platicapolinesi,,https://plus.google.com/105995170417406914550,€22.1K - €354.4K,€265.8K - €4.3M
82,1553042634-5040,https://socialblade.com/youtube/top/5000/mostsubscribed,CanalCanalha,https://socialblade.com/youtube/c/canalcanalha,CanalCanalha,208,18303161,1288709450,BR,Comedy,"Apr 8th, 2011",B+,,https://youtube.com/channel/UCPHXtOVmjvbP9OJihsd7gCg,,https://instagram.com/cocielo,,https://plus.google.com/112728418835819328601,€3.8K - €61K,€45.7K - €731.6K
83,1553042630-5039,https://socialblade.com/youtube/top/5000/mostsubscribed,Jake Paul,https://socialblade.com/youtube/c/jakepaulchannel,Jake Paul,756,18261239,5546768762,US,People,"Sep 19th, 2013",A,,https://youtube.com/channel/UCcgVECVN4OKV6DH1jLkqmcA,,https://twitter.com/jakepaul,,https://instagram.com/jakepaul,€24.9K - €399.1K,€299.3K - €4.8M
84,1553042626-5038,https://socialblade.com/youtube/top/5000/mostsubscribed,Vevo,https://socialblade.com/youtube/c/-vevo,Vevo,1560,18188791,570738961,US,Music,"Apr 14th, 2006",B,,https://youtube.com/channel/UC2pmfLm7iq6Ov1UwYrWYkZA,,https://instagram.com/vevo,,https://plus.google.com/106746520740417104106,€1.4K - €23K,€17.2K - €276K
85,1553042614-5035,https://socialblade.com/youtube/top/5000/mostsubscribed,The Chainsmokers,https://socialblade.com/youtube/c/thechainsmokers,The Chainsmokers,151,17943272,727534430,US,Music,"Sep 22nd, 2012",B+,,https://youtube.com/channel/UCq3Ci-h945sbEYXpVlw7rJg,,https://instagram.com/thechainsmokers,,https://plus.google.com/101088342968425103745,€5.5K - €88.6K,€66.5K - €1.1M
86,1553042602-5032,https://socialblade.com/youtube/top/5000/mostsubscribed,Wiz Khalifa,https://socialblade.com/youtube/c/wizkhalifa,Wiz Khalifa,453,17758541,8613983011,US,Music,"May 9th, 2008",A,,https://youtube.com/channel/UCVp3nfGRxmMadNDuVbJSk8A,,https://instagram.com/wizkhalifa,,https://plus.google.com/105732619045076669550,€18.6K - €298.1K,€223.6K - €3.6M
87,1553042592-5029,https://socialblade.com/youtube/top/5000/mostsubscribed,TEDx Talks,https://socialblade.com/youtube/user/tedxtalks,TEDx Talks,129951,17651308,3170930713,US,Nonprofit,"Jun 23rd, 2009",A,,https://youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q,,https://twitter.com/tedx,,https://instagram.com/tedxevents,€17.8K - €284.3K,€213.2K - €3.4M
88,1553042586-5028,https://socialblade.com/youtube/top/5000/mostsubscribed,Ultra Music,https://socialblade.com/youtube/c/ultramusic,Ultra Music,3734,17550409,10203295363,US,Music,"Oct 24th, 2006",A,,https://youtube.com/channel/UC4rasfm9J-X4jNl9SvXp8xA,,https://instagram.com/ultramusicofficial#,,https://plus.google.com/117425916497743763701,€39K - €624.7K,€468.5K - €7.5M
89,1553042582-5027,https://socialblade.com/youtube/top/5000/mostsubscribed,Collins Key,https://socialblade.com/youtube/c/collinskey,Collins Key,230,17336317,3127029394,US,Entertainment,"Aug 9th, 2011",A,,https://youtube.com/channel/UC7TTtOQKMXTWWMtWQMIgVSA,,https://twitter.com/collinskey,,https://instagram.com/collinskey/,€25.8K - €412.1K,€309.1K - €4.9M
90,1553042570-5024,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Series Bhakti Sagar,https://socialblade.com/youtube/user/tseriesbhakti,T-Series Bhakti Sagar,20238,17245661,6757736729,IN,Music,"Feb 13th, 2011",A,,https://youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g,,https://youtube.com/channel/UCaayLD9i5x4MmIoVZxXSv_g,,https://plus.google.com/112529475478350159711,€80.7K - €1.3M,€969K - €15.5M
91,1553042574-5025,https://socialblade.com/youtube/top/5000/mostsubscribed,Enrique Iglesias,https://socialblade.com/youtube/c/enriqueiglesias,Enrique Iglesias,353,17238027,350784484,US,Music,"Apr 12th, 2007",B,,https://youtube.com/channel/UC-6czyMkxDi8E8akPl0c7_w,,https://instagram.com/enriqueiglesias,,https://plus.google.com/104950258468143128097,€785 - €12.6K,€9.4K - €150.7K
92,1553042566-5023,https://socialblade.com/youtube/top/5000/mostsubscribed,Tips Official,https://socialblade.com/youtube/c/tips+official,Tips Official,2534,17202428,7083476857,IN,Music,"May 22nd, 2007",A+,,https://youtube.com/channel/UCJrDMFOdv1I2k8n9oK_V21w,,https://www.instagram.com/tips,,https://plus.google.com/107645988862042397190,€85.6K - €1.4M,€1M - €16.4M
93,1553042558-5021,https://socialblade.com/youtube/top/5000/mostsubscribed,Vlad and Nikita,https://socialblade.com/youtube/channel/UCvlE5gTbOvjiolFlEm-c_Ow,Vlad and Nikita,96,17152376,5794310671,US,,"Apr 23rd, 2018",A++,,https://youtube.com/channel/UCvlE5gTbOvjiolFlEm-c_Ow,,,,https://youtube.com/channel/UCvlE5gTbOvjiolFlEm-c_Ow,€286.8K - €4.6M,€3.4M - €55.1M
94,1553042562-5022,https://socialblade.com/youtube/top/5000/mostsubscribed,Kimberly Loaiza,https://socialblade.com/youtube/c/kimberlyloaiza,Kimberly Loaiza,81,17087598,975293961,MX,People,"Nov 16th, 2016",A-,,https://youtube.com/channel/UCQZfFRohQ7UX-0CdXl-6pwQ,,https://twitter.com/kimberlyloaiza_,,https://www.instagram.com/kimberly.loaiza/?hl=en,€9K - €143.7K,€107.7K - €1.7M
95,1553042554-5020,https://socialblade.com/youtube/top/5000/mostsubscribed,ImagineDragons,https://socialblade.com/youtube/user/imaginedragons,ImagineDragons,51,17065955,18139469,US,Music,"Aug 3rd, 2009",B-,,https://youtube.com/channel/UCT9zcQNlyht7fRlcjmflRSA,,https://www.instagram.com/imaginedragons,,https://plus.google.com/107216438004902669973,€57 - €918,€689 - €11K
96,1553042546-5018,https://socialblade.com/youtube/top/5000/mostsubscribed,Bad Bunny,https://socialblade.com/youtube/c/badbunnypr,Bad Bunny,27,16826524,4252888497,PR,Music,"Jun 9th, 2014",A,,https://youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,,https://youtube.com/channel/UCmBA_wu8xGg1OfOkfW13Q0Q,,https://plus.google.com/101847054369315563315,€70.5K - €1.1M,€846.1K - €13.5M
97,1553042542-5017,https://socialblade.com/youtube/top/5000/mostsubscribed,DrossRotzank,https://socialblade.com/youtube/c/drossrotzanck,DrossRotzank,1204,16776543,3512117238,AR,Entertainment,"Mar 9th, 2006",A-,,https://youtube.com/channel/UCNYW2vfGrUE6R5mIJYzkRyQ,,https://instagram.com/soydrossrotzank/,,https://plus.google.com/116713819874947431783,€17.3K - €276.6K,€207.5K - €3.3M
98,1553042538-5016,https://socialblade.com/youtube/top/5000/mostsubscribed,AuthenticGames,https://socialblade.com/youtube/user/authenticgames,AuthenticGames,3600,16711960,6661227552,BR,Games,"Oct 7th, 2011",A,,https://youtube.com/channel/UCIPA6iWNaoetaa1T46RkzXw,,https://instagram.com/marco_tuliooo,,https://plus.google.com/103998563099787301248,€18.3K - €292.9K,€219.7K - €3.5M
99,1553042526-5013,https://socialblade.com/youtube/top/5000/mostsubscribed,Liza Koshy,https://socialblade.com/youtube/c/lizakoshy,Liza Koshy,148,16668809,1985455439,US,Comedy,"Sep 2nd, 2013",B+,,https://youtube.com/channel/UCxSz6JVYmzVhtkraHWZC7HQ,,https://instagram.com/lizakoshy,,https://plus.google.com/108575432271214517621,€4.7K - €75.7K,€56.7K - €907.9K
100,1553042515-5011,https://socialblade.com/youtube/top/5000/mostsubscribed,Pinkfong! Kids' Songs & Stories,https://socialblade.com/youtube/c/pinkfong,Pinkfong! Kids' Songs & Stories,1187,16508092,7821768922,US,Education,"Dec 14th, 2011",A,,https://youtube.com/channel/UCcdwLMPsaU2ezNSJU1nFoBQ,,https://www.facebook.com/pinkfong.smartstudy,,https://plus.google.com/102640249751866322552,€74.5K - €1.2M,€893.9K - €14.3M
101,1553042507-5009,https://socialblade.com/youtube/top/5000/mostsubscribed,PopularMMOs,https://socialblade.com/youtube/user/popularmmos,PopularMMOs,4396,16367966,12691886414,US,Games,"Apr 17th, 2012",A,,https://youtube.com/channel/UCpGdL9Sn3Q5YWUH2DVUW1Ug,,https://www.instagram.com/popularmmospat/,,https://plus.google.com/117264274555588384493,€23.2K - €371.9K,€278.9K - €4.5M
102,1553042503-5008,https://socialblade.com/youtube/top/5000/mostsubscribed,Aaj Tak,https://socialblade.com/youtube/c/aaj-tak,Aaj Tak,85467,16323633,4076110688,IN,News,"Aug 27th, 2009",A,,https://youtube.com/channel/UCt4t-jeY85JegMlZ-E5UWtA,,https://youtube.com/channel/UCt4t-jeY85JegMlZ-E5UWtA,,https://www.facebook.com/aajtak,€81.5K - €1.3M,€977.9K - €15.6M
103,1553042495-5006,https://socialblade.com/youtube/top/5000/mostsubscribed,BANGTANTV,https://socialblade.com/youtube/user/bangtantv,BANGTANTV,939,16238069,2195972072,KR,Music,"Dec 17th, 2012",A,,https://youtube.com/channel/UCLkAepWjdylmXSltofFvsYQ,,https://www.facebook.com/bangtan.official,,https://twitter.com/bts_twt,€16.8K - €269.4K,€202.1K - €3.2M
104,1553042499-5007,https://socialblade.com/youtube/top/5000/mostsubscribed,Ali-A,https://socialblade.com/youtube/c/alia,Ali-A,3108,16234127,4407686804,GB,Games,"Sep 13th, 2006",A,,https://youtube.com/channel/UCYVinkwSX7szARULgYpvhLw,,https://instagram.com/alia/,,https://plus.google.com/116236849873348973016,€21K - €336.6K,€252.4K - €4M
105,1553042491-5005,https://socialblade.com/youtube/top/5000/mostsubscribed,MrBeast,https://socialblade.com/youtube/c/mrbeast6000,MrBeast,713,16183853,2116517638,US,Games,"Feb 20th, 2012",A,,https://youtube.com/channel/UCX6OQ3DkcsbYNE6H8uQQuVA,,https://twitter.com/mrbeastyt,,https://plus.google.com/112606791377434618198,€38.9K - €621.7K,€466.3K - €7.5M
106,1553042487-5004,https://socialblade.com/youtube/top/5000/mostsubscribed,AdeleVEVO,"https://socialblade.com/youtube/c/adele,",AdeleVEVO,31,16064917,8007732868,GB,Music,"Oct 15th, 2009",A,,https://youtube.com/channel/UComP_epzeKzvBX156r6pm1Q,,https://instagram.com/adele,,https://plus.google.com/102708372560849505965,€18.7K - €299.9K,€224.9K - €3.6M
107,1553042483-5003,https://socialblade.com/youtube/top/5000/mostsubscribed,Calvin Harris,https://socialblade.com/youtube/c/calvinharris,Calvin Harris,70,16019313,124395405,GB,Music,"Feb 11th, 2007",B,,https://youtube.com/channel/UCIjYyZxkFucP_W-tmXg_9Ow,,https://www.twitter.com/calvinharris,,https://instagram.com/calvinharris,€1.3K - €20.9K,€15.7K - €250.8K
108,1553042479-5002,https://socialblade.com/youtube/top/5000/mostsubscribed,Galinha Pintadinha,https://socialblade.com/youtube/c/galinhapintadinha,Galinha Pintadinha,48,15946720,11136515492,BR,Film,"Aug 30th, 2006",A,,https://youtube.com/channel/UCBAb_DK4GYZqZR9MFA7y2Xg,,https://twitter.com/galinhaoficial,,https://plus.google.com/116344593996881139649,€57.8K - €925.6K,€694.2K - €11.1M
109,1553042471-5000,https://socialblade.com/youtube/top/5000/mostsubscribed,GENIAL,https://socialblade.com/youtube/channel/UCbrd1vu4_7qIE6IPV_dA-OA,GENIAL,1979,15863053,2131861282,,Howto,"Jun 1st, 2017",A,,https://youtube.com/channel/UCbrd1vu4_7qIE6IPV_dA-OA,,https://youtube.com/channel/UCbrd1vu4_7qIE6IPV_dA-OA,,https://www.facebook.com/genialguru/,€26.8K - €428.6K,€321.5K - €5.1M
110,1553042463-4998,https://socialblade.com/youtube/top/5000/mostsubscribed,1theK (????),https://socialblade.com/youtube/c/1-thek,1theK (????),14970,15776179,12676846395,KR,Music,"Jan 31st, 2011",A,,https://youtube.com/channel/UCweOkPb1wVVH0Q0Tlj4a5Pw,,https://twitter.com/1thek,,https://plus.google.com/109826310523932623316,€77.9K - €1.2M,€935.3K - €15M
111,1553042459-4997,https://socialblade.com/youtube/top/5000/mostsubscribed,ChrisBrownTV,https://socialblade.com/youtube/user/chrisbrowntv,ChrisBrownTV,16,15759403,31748232,US,Music,"Dec 20th, 2006",B-,,https://youtube.com/channel/UCcYrdFJF7hmPXRNaWdrko4w,,https://twitter.com/chrisbrown,,https://instagram.com/britneyspears,€57 - €920,€690 - €11K
112,1553042451-4995,https://socialblade.com/youtube/top/5000/mostsubscribed,Maroon5VEVO,https://socialblade.com/youtube/user/maroon5vevo,Maroon5VEVO,114,15525250,12399957847,US,Music,"May 12th, 2009",A,,https://youtube.com/channel/UCN1hnUccO4FD5WfM7ithXaw,,https://www.twitter.com/maroon5,,https://plus.google.com/111568350906310878840,€57.9K - €926.2K,€694.7K - €11.1M
113,1553042447-4994,https://socialblade.com/youtube/top/5000/mostsubscribed,SelenaGomezVEVO,https://socialblade.com/youtube/c/selenagomezvevi,SelenaGomezVEVO,127,15472807,7029167647,US,Music,"Nov 24th, 2009",A-,,https://youtube.com/channel/UCjK8ORC71kwyj1DWFwril_A,,https://twitter.com/selenagomez,,https://plus.google.com/113502415974144491451,€14.2K - €227.6K,€170.7K - €2.7M
114,1553042443-4993,https://socialblade.com/youtube/top/5000/mostsubscribed,TheWillyrex,https://socialblade.com/youtube/user/thewillyrex,TheWillyrex,5368,15437444,5386089079,ES,Games,"Jan 26th, 2011",B+,,https://youtube.com/channel/UC4LHNX8d8RqnDX0OezgmCTg,,https://instagram.com/willyrex,,https://plus.google.com/111590244885022916209,€10.6K - €168.9K,€126.7K - €2M
115,1553042439-4992,https://socialblade.com/youtube/top/5000/mostsubscribed,T-Series Apna Punjab,https://socialblade.com/youtube/c/t-seriesapnapunjab,T-Series Apna Punjab,3881,15435070,7592067313,IN,Music,"Sep 26th, 2011",A+,,https://youtube.com/channel/UCcvNYxWXR_5TjVK7cSCdW-g,,https://www.instagram.com/tseries.official,,https://plus.google.com/113605198268812935163,€85.9K - €1.4M,€1M - €16.5M
116,1553042435-4991,https://socialblade.com/youtube/top/5000/mostsubscribed,Juan De Dios Pantoja,https://socialblade.com/youtube/c/juandediospantoja,Juan De Dios Pantoja,149,15285849,1076688278,MX,People,"Jun 9th, 2014",B+,,https://youtube.com/channel/UCzoUWqjCbcfWFdOMvoep8FA,,https://instagram.com/juandediospantoja,,https://plus.google.com/107257194036010167068,€8.8K - €140.4K,€105.3K - €1.7M
117,1553042431-4990,https://socialblade.com/youtube/top/5000/mostsubscribed,James Charles,https://socialblade.com/youtube/c/jamescharles,James Charles,210,15239480,1307700144,US,Entertainment,"Dec 1st, 2015",A,,https://youtube.com/channel/UCucot-Zp428OwkyRm2I7v2Q,,https://twitter.com/jamescharles,,https://instagram.com/jamescharles,€22.3K - €356.8K,€267.6K - €4.3M
118,1553042427-4989,https://socialblade.com/youtube/top/5000/mostsubscribed,Roman Atwood Vlogs,https://socialblade.com/youtube/c/romanatwoodvolgs,Roman Atwood Vlogs,1603,15211605,4986685809,US,People,"Aug 12th, 2013",B,,https://youtube.com/channel/UC-SV8-bUJfXjrRMnp7F8Wzw,,https://www.instagram.com/_little_britt_,,https://plus.google.com/113750179679908491485,€3.6K - €57.9K,€43.5K - €695.2K
